word,series_frequency,english_frequency,filter_reason,vocabulary_level
probably,1,61626696,Oxford 3000,A2
spent,1,29719451,"High English frequency (29,719,451 > 20,000,000)",N/A
almost,1,66408838,Oxford 3000,A2
forward,1,60355595,Oxford 3000,B1
nice,1,69395609,Oxford 3000,A1
coming,1,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
feel,1,104136684,Oxford 3000,A1
already,1,108324565,Oxford 3000,A2
sent,1,68953120,"High English frequency (68,953,120 > 20,000,000)",N/A
latest,1,131952173,Oxford 3000,A2
written,1,98056850,Oxford 3000,B1
century,1,61440412,Oxford 3000,A2
strong,1,61017481,Oxford 3000,A2
exactly,1,31759653,Oxford 3000,A2
nobody,1,14624173,Easy word (easy_words.csv),A2
happy,1,63486618,Oxford 3000,A1
safety,1,111147686,Oxford 3000,B2
warn,1,6936511,Oxford 3000,B1
whatever,1,31901912,Oxford 3000,B1
told,1,57248600,"High English frequency (57,248,600 > 20,000,000)",N/A
worse,1,15677739,Easy word (easy_words.csv),A2
hero,1,12343606,Oxford 3000,B1
shame,1,6882495,Oxford 3000,C1
bet,1,19562562,Oxford 3000,C1
hope,1,83608473,Oxford 3000,A2
lost,1,74772026,Oxford 3000,A2
arrest,1,9888940,Oxford 3000,B1
authority,1,80656063,Oxford 3000,B2
committee,1,139843183,Oxford 3000,B2
searching,1,24320613,"High English frequency (24,320,613 > 20,000,000)",N/A
fiction,1,47808659,Oxford 3000,B1
forgive,1,3379266,Oxford 3000,B1
surprised,1,10158243,Oxford 3000,A2
fall,1,98714623,Oxford 3000,A2
alone,1,39326417,Oxford 3000,A2
done,1,102841314,"High English frequency (102,841,314 > 20,000,000)",N/A
fault,1,16246310,Oxford 3000,B2
welcome,1,117858320,Oxford 3000,A2
peaceful,1,6318477,Oxford 3000,B1
further,1,109710111,Oxford 3000,A2
fast,1,94085779,Oxford 3000,A1
requested,1,24572908,"High English frequency (24,572,908 > 20,000,000)",N/A
heart,1,103511284,Oxford 3000,A2
