word,series_frequency,english_frequency,filter_reason,vocabulary_level
taking,2,70312688,"High English frequency (70,312,688 > 20,000,000)",A2
clean,2,46556374,Oxford 3000,A1
sent,2,68953120,"High English frequency (68,953,120 > 20,000,000)",A2
cut,2,74169573,Oxford 3000,A2
impossible,2,15564765,Oxford 3000,B1
running,2,72955000,Oxford 3000,A2
late,2,65998289,Oxford 3000,A1
hold,2,82741121,Oxford 3000,A2
fly,2,33412987,Oxford 3000,A1
tomorrow,2,21262762,Oxford 3000,A1
promise,2,16019259,Oxford 3000,B1
listen,2,44504101,Oxford 3000,A1
alone,2,39326417,Oxford 3000,A2
authority,2,80656063,Oxford 3000,B2
unfortunately,2,16863887,Oxford 3000,A2
stand,2,65383320,Oxford 3000,A2
empty,2,26459037,Oxford 3000,A2
outside,2,67458757,Oxford 3000,A1
chance,2,51442371,Oxford 3000,B1
himself,2,39757666,Oxford 3000,A2
dangerous,2,16909821,Oxford 3000,A2
asking,2,19887691,Easy word (easy_words.csv),N/A
knew,2,31636418,"High English frequency (31,636,418 > 20,000,000)",A2
shirt,2,75266035,Oxford 3000,A1
lie,2,29713856,Oxford 3000,A2
relax,2,9213712,Oxford 3000,B1
advice,2,71628494,Oxford 3000,A2
honest,2,11109203,Oxford 3000,B1
imagine,2,17657324,Oxford 3000,B1
doubt,2,23256721,Oxford 3000,B1
honor,2,24511949,"High English frequency (24,511,949 > 20,000,000)",B2
accept,2,49819069,Oxford 3000,B1
touch,2,39762539,Oxford 3000,B1
deep,2,53536903,Oxford 3000,A2
took,2,66297175,"High English frequency (66,297,175 > 20,000,000)",A2
belt,2,22899185,Oxford 3000,A2
difference,2,69547459,Oxford 3000,A2
muscle,2,26608130,Oxford 3000,B2
hurt,2,15892533,Oxford 3000,A2
rest,2,55957144,Oxford 3000,A2
core,2,53228216,Oxford 3000,C2
broadcast,2,21791081,Oxford 3000,B2
brother,2,56375413,Oxford 3000,A1
wanted,2,63301836,"High English frequency (63,301,836 > 20,000,000)",A2
construct,2,10843682,Oxford 3000,B2
weapon,2,31661829,Oxford 3000,B2
simulation,2,21283253,"High English frequency (21,283,253 > 20,000,000)",C1
gone,2,34511028,"High English frequency (34,511,028 > 20,000,000)",A2
changed,2,45453557,"High English frequency (45,453,557 > 20,000,000)",A2
define,2,44732366,Oxford 3000,B2
electrical,2,34802512,Oxford 3000,B1
century,2,61440412,Oxford 3000,A2
race,2,62012493,Oxford 3000,A2
combined,2,29840482,"High English frequency (29,840,482 > 20,000,000)",B2
longer,2,54063969,"High English frequency (54,063,969 > 20,000,000)",A2
standing,2,34637239,"High English frequency (34,637,239 > 20,000,000)",A2
pure,2,22853378,Oxford 3000,B1
breathe,2,4368304,Oxford 3000,B1
trouble,2,27529484,Oxford 3000,B1
died,2,35803272,"High English frequency (35,803,272 > 20,000,000)",A2
holy,2,23780151,Oxford 3000,C1
straight,2,32760917,Oxford 3000,A2
broken,2,31399439,Oxford 3000,A2
fighting,2,20036994,Oxford 3000,B2
faster,2,31541236,"High English frequency (31,541,236 > 20,000,000)",A2
waiting,2,30170505,"High English frequency (30,170,505 > 20,000,000)",A2
jump,2,46930563,Oxford 3000,A2
fear,2,34286384,Oxford 3000,B1
killed,2,23240536,"High English frequency (23,240,536 > 20,000,000)",B2
enemy,2,20766378,Oxford 3000,B1
fight,2,34268222,Oxford 3000,B1
dress,2,35921173,Oxford 3000,A1
anyone,2,74326492,Oxford 3000,A2
holding,2,35015197,"High English frequency (35,015,197 > 20,000,000)",B2
failed,2,30596963,"High English frequency (30,596,963 > 20,000,000)",B2
drink,2,40392266,Oxford 3000,A1
mouth,2,24325805,Oxford 3000,A1
eat,2,32034082,Oxford 3000,A1
wonder,2,27355961,Oxford 3000,B1
deny,2,9808452,Oxford 3000,B2
enjoy,2,54157761,Oxford 3000,A1
bend,2,10353121,Oxford 3000,B2
cat,2,62574939,Oxford 3000,A1
went,2,68130142,"High English frequency (68,130,142 > 20,000,000)",A2
eighth,2,5024502,Vocabulary level below C (A2),A2
floor,2,61623497,Oxford 3000,A1
accident,2,27630606,Oxford 3000,A2
specy,2,44159268,Oxford 3000,N/A
evolution,2,25955364,"High English frequency (25,955,364 > 20,000,000)",B2
pattern,2,59934694,Oxford 3000,B1
leader,2,74333999,Oxford 3000,B1
somehow,2,9149642,Easy word (easy_words.csv),B1
multiply,2,3070979,Oxford 3000,N/A
gun,2,35217715,Oxford 3000,B1
backup,2,26786306,"High English frequency (26,786,306 > 20,000,000)",B2
hurry,2,3620126,Vocabulary level below C (A2),A2
