word,series_frequency,english_frequency,filter_reason,vocabulary_level
rain,2,28603523,Oxford 3000,A1
lose,2,24136984,Oxford 3000,A2
priest,2,10841427,Oxford 3000,B1
purpose,2,64314952,Oxford 3000,B1
daddy,2,9928046,Easy word (easy_words.csv),N/A
hospital,2,78835222,Oxford 3000,A1
marriage,2,34309140,Oxford 3000,B1
progress,2,48912113,Oxford 3000,B1
taste,2,20925313,Oxford 3000,B1
kept,2,27838368,"High English frequency (27,838,368 > 20,000,000)",A2
played,2,34970056,"High English frequency (34,970,056 > 20,000,000)",A2
kill,2,31335290,Oxford 3000,A2
catch,2,23016856,Oxford 3000,A1
along,2,83587774,Oxford 3000,A2
walk,2,46873435,Oxford 3000,A1
locked,2,10837051,Vocabulary level below C (A2),A2
caught,2,17749748,Vocabulary level below C (A2),A2
homework,2,9257377,Oxford 3000,A1
strong,2,61017481,Oxford 3000,A2
touch,2,39762539,Oxford 3000,B1
blame,2,8856611,Oxford 3000,B1
running,2,72955000,Oxford 3000,A2
sleep,2,34887707,Oxford 3000,A1
alive,2,16064787,Easy word (easy_words.csv),B1
crew,2,25430159,Oxford 3000,B1
honest,2,11109203,Oxford 3000,B1
wonder,2,27355961,Oxford 3000,B1
claim,2,77027977,Oxford 3000,B2
cannot,2,88737,Oxford 3000,A1
smart,2,37455745,Oxford 3000,B1
tea,2,27406794,Oxford 3000,A1
break,2,67285982,Oxford 3000,A2
idea,2,65459222,Oxford 3000,A2
happen,2,47239250,Oxford 3000,A2
worker,2,64027085,Oxford 3000,A2
dentist,2,10360764,Oxford 3000,A2
enough,2,83592616,Oxford 3000,A2
yourself,2,53653034,Oxford 3000,A2
gambling,2,27118635,"High English frequency (27,118,635 > 20,000,000)",B2
medication,2,23659214,"High English frequency (23,659,214 > 20,000,000)",C2
meant,2,17832930,Vocabulary level below C (A2),A2
hat,2,35813798,Oxford 3000,A1
sometime,2,52184367,Oxford 3000,N/A
wonderful,2,28810165,Oxford 3000,A2
totally,2,24276857,Oxford 3000,B1
wrong,2,49934294,Oxford 3000,A1
built,2,61522194,"High English frequency (61,522,194 > 20,000,000)",A2
dream,2,52657185,Oxford 3000,A2
pick,2,55170145,Oxford 3000,B1
worse,2,15677739,Easy word (easy_words.csv),A2
stuck,2,9120620,Easy word (easy_words.csv),B2
forget,2,25685480,Oxford 3000,A2
