word,series_frequency,english_frequency,filter_reason,vocabulary_level
anything,1,75999346,Oxford 3000,A1
cause,1,65904680,Oxford 3000,B2
relax,1,9213712,Oxford 3000,B1
conversation,1,19386773,Oxford 3000,A1
ago,1,98839705,Oxford 3000,A2
else,1,96020036,Oxford 3000,A2
risk,1,110691904,Oxford 3000,B2
pick,1,55170145,Oxford 3000,B1
stick,1,28793076,Oxford 3000,B1
cow,1,12084295,Oxford 3000,A1
rough,1,11606368,Oxford 3000,B1
fun,1,108449399,Oxford 3000,A1
slap,1,2364559,Vocabulary level below C (B2),B2
remember,1,84324100,Oxford 3000,A1
speak,1,39174652,Oxford 3000,A1
piece,1,70299352,Oxford 3000,A2
copy,1,106006524,Oxford 3000,A2
calling,1,30005364,"High English frequency (30,005,364 > 20,000,000)",N/A
physically,1,6626169,Vocabulary level below C (B2),B2
mentally,1,3838946,Vocabulary level below C (B2),B2
clue,1,7303990,Oxford 3000,B2
purpose,1,64314952,Oxford 3000,B1
hope,1,83608473,Oxford 3000,A2
simple,1,85761220,Oxford 3000,A2
jungle,1,7505928,Vocabulary level below C (B1),B1
cave,1,7668883,Vocabulary level below C (B1),B1
mistake,1,18974243,Oxford 3000,A2
chance,1,51442371,Oxford 3000,B1
deliver,1,32303361,Oxford 3000,B1
safe,1,64247128,Oxford 3000,A1
signed,1,38369963,"High English frequency (38,369,963 > 20,000,000)",N/A
hurry,1,3620126,Vocabulary level below C (A2),A2
released,1,52546300,"High English frequency (52,546,300 > 20,000,000)",N/A
killing,1,13478027,Oxford 3000,B1
blood,1,61544877,Oxford 3000,A2
stupid,1,14144754,Oxford 3000,B1
sick,1,15965297,Oxford 3000,A2
dad,1,16837773,Easy word (easy_words.csv),A1
proud,1,17167504,Oxford 3000,B1
soon,1,77038135,Oxford 3000,A2
healthy,1,30360623,Oxford 3000,A2
sending,1,20622624,"High English frequency (20,622,624 > 20,000,000)",N/A
quick,1,85624282,Oxford 3000,A1
realize,1,14098493,Oxford 3000,B1
finish,1,34189762,Oxford 3000,A1
started,1,77515342,"High English frequency (77,515,342 > 20,000,000)",N/A
harm,1,10980970,Oxford 3000,B2
peace,1,47872263,Oxford 3000,B1
kidding,1,2613375,Easy word (easy_words.csv),N/A
army,1,46902606,Oxford 3000,C2
ready,1,62997942,"High English frequency (62,997,942 > 20,000,000)",A1
whatever,1,31901912,Oxford 3000,B1
fix,1,39847571,Oxford 3000,B1
shake,1,8515660,Oxford 3000,B1
entire,1,56327035,Oxford 3000,B2
foundation,1,72409722,"High English frequency (72,409,722 > 20,000,000)",C1
nurse,1,16772151,Oxford 3000,A2
difference,1,69547459,Oxford 3000,A2
forgot,1,31626338,"High English frequency (31,626,338 > 20,000,000)",N/A
drive,1,107799371,Oxford 3000,A1
outside,1,67458757,Oxford 3000,A1
church,1,98094661,Oxford 3000,A2
married,1,30232332,Oxford 3000,A2
lord,1,52474647,Oxford 3000,N/A
praise,1,8892149,Oxford 3000,B2
inch,1,63696489,Oxford 3000,B1
leave,1,70957750,Oxford 3000,A1
door,1,76868330,Oxford 3000,A1
stay,1,86241601,Oxford 3000,A1
