word,series_frequency,english_frequency,filter_reason,vocabulary_level
roof,1,16362969,Oxford 3000,A2
having,1,109360096,"High English frequency (109,360,096 > 20,000,000)",N/A
episode,1,29765877,Oxford 3000,B2
folk,1,29157024,Easy word (easy_words.csv),B1
hang,1,13364783,Oxford 3000,B1
arm,1,51156978,Oxford 3000,A1
finger,1,23127249,Oxford 3000,A2
rainbow,1,12032198,Vocabulary level below C (B2),B2
pot,1,16782126,Oxford 3000,B1
gold,1,107830975,Oxford 3000,A2
favorite,1,92246870,"High English frequency (92,246,870 > 20,000,000)",N/A
else,1,96020036,Oxford 3000,A2
morning,1,55268727,Oxford 3000,A1
unpopular,1,819691,Vocabulary level below C (B2),B2
foreign,1,67443436,Oxford 3000,A2
trust,1,61432231,Oxford 3000,B1
older,1,44256753,"High English frequency (44,256,753 > 20,000,000)",N/A
careful,1,11836566,Oxford 3000,A2
admit,1,11680592,Oxford 3000,B1
father,1,54388623,Oxford 3000,A1
idiot,1,6496256,Vocabulary level below C (B2),B2
something,1,132220281,Oxford 3000,A1
surface,1,58632563,Oxford 3000,B2
hear,1,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
truth,1,37860395,Oxford 3000,B2
husband,1,25002557,Oxford 3000,A1
soul,1,38590733,Oxford 3000,A2
pronounce,1,986119,Vocabulary level below C (B1),B1
seemed,1,20472519,"High English frequency (20,472,519 > 20,000,000)",N/A
witness,1,20024599,Oxford 3000,B2
serious,1,38316678,Oxford 3000,B1
cold,1,42009560,Oxford 3000,A1
continue,1,100662818,Oxford 3000,B1
ceremony,1,11862840,Oxford 3000,B1
born,1,52510893,Oxford 3000,N/A
strategy,1,94031020,Oxford 3000,B2
son,1,71254769,Oxford 3000,A1
buddy,1,28145735,"High English frequency (28,145,735 > 20,000,000)",N/A
lovely,1,13979829,Oxford 3000,A2
dance,1,54450109,Oxford 3000,A1
heel,1,10376464,Oxford 3000,B1
toe,1,18809079,Oxford 3000,A2
crowd,1,13848480,Oxford 3000,A2
played,1,34970056,"High English frequency (34,970,056 > 20,000,000)",N/A
though,1,91929439,Easy word (easy_words.csv),B1
shy,1,4291245,Oxford 3000,B1
took,1,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
afraid,1,10858793,Oxford 3000,A2
slow,1,28034239,Oxford 3000,A1
