word,series_frequency,english_frequency,filter_reason,vocabulary_level
suck,2,30261732,"High English frequency (30,261,732 > 20,000,000)",C2
father,2,54388623,Oxford 3000,A1
soon,2,77038135,Oxford 3000,A2
whisper,2,3317334,Oxford 3000,B2
later,2,84945415,Oxford 3000,A2
coat,2,16314807,Oxford 3000,A1
reach,2,42272594,Oxford 3000,B1
told,2,57248600,"High English frequency (57,248,600 > 20,000,000)",A2
lawyer,2,56212781,Oxford 3000,B1
farm,2,57843397,Oxford 3000,A1
wish,2,84275843,Oxford 3000,B2
handle,2,40142611,Oxford 3000,B1
theme,2,57194325,Oxford 3000,B2
wonderful,2,28810165,Oxford 3000,A2
fantastic,2,17371421,Oxford 3000,A2
sometime,2,52184367,Oxford 3000,N/A
went,2,68130142,"High English frequency (68,130,142 > 20,000,000)",A2
somewhere,2,14335599,Oxford 3000,A2
quiet,2,16784967,Oxford 3000,A2
move,2,70113140,Oxford 3000,A2
cut,2,74169573,Oxford 3000,A2
boom,2,8393246,Vocabulary level below C (A2),A2
perfect,2,60242920,Oxford 3000,A2
couple,2,58208821,Oxford 3000,B1
super,2,66861365,"High English frequency (66,861,365 > 20,000,000)",A2
maybe,2,51946944,Oxford 3000,A2
grandpa,2,1496650,Vocabulary level below C (A2),A2
crazy,2,23174564,Oxford 3000,A2
spend,2,29216744,Oxford 3000,A2
fair,2,53602058,Oxford 3000,A2
sitting,2,18868156,Vocabulary level below C (A2),A2
grandfather,2,4178291,Oxford 3000,A2
decide,2,25539449,Oxford 3000,A2
situation,2,59151157,Oxford 3000,B1
aware,2,25713327,Oxford 3000,B2
beat,2,33984529,Easy word (easy_words.csv),B1
chairman,2,29816739,Oxford 3000,N/A
eat,2,32034082,Oxford 3000,A1
exactly,2,31759653,Oxford 3000,A2
bent,2,5121803,Oxford 3000,N/A
outside,2,67458757,Oxford 3000,A1
asked,2,75532722,"High English frequency (75,532,722 > 20,000,000)",A2
studio,2,50913495,Oxford 3000,B1
himself,2,39757666,Oxford 3000,A2
faster,2,31541236,"High English frequency (31,541,236 > 20,000,000)",A2
stick,2,28793076,Oxford 3000,B1
though,2,91929439,Easy word (easy_words.csv),B1
terrible,2,8653557,Oxford 3000,A2
honey,2,10476847,Vocabulary level below C (A2),A2
heard,2,45436523,"High English frequency (45,436,523 > 20,000,000)",A2
effort,2,78950684,Oxford 3000,B1
role,2,86860509,Oxford 3000,B1
duty,2,49442017,Oxford 3000,B1
brain,2,37025785,Oxford 3000,A2
monitor,2,61904962,Oxford 3000,B2
