word,series_frequency,english_frequency,vocabulary_level
overdue,1,1463329,N/A
hostage,1,3239957,C2
taller,1,1542678,N/A
cavern,1,1937091,N/A
watched,1,10266154,N/A
dying,1,9123557,N/A
finer,1,1455912,N/A
demon,1,7695060,N/A
surrender,1,4256548,C2
moisture,1,7505832,N/A
suffered,1,8148331,N/A
trespass,1,771071,N/A
fief,1,77510,N/A
compel,1,1333694,N/A
hunted,1,1048330,N/A
honorable,1,3346100,N/A
paracompass,1,0,N/A
compass,1,5248030,N/A
clockwork,1,772060,N/A
ingenious,1,880368,N/A
attuned,1,299850,N/A
integrity,1,13247038,C2
filtration,1,3113973,N/A
thimbleful,1,0,N/A
worn,1,7252925,N/A
fitted,1,7821703,N/A
taught,1,16082512,N/A
livelihood,1,2177222,N/A
ornithopter,1,20347,N/A
scattered,1,4879386,C2
closer,1,15446664,N/A
drawn,1,14827380,N/A
frenzy,1,1825167,C2
unlisted,1,1131675,N/A
confirmed,1,15335457,N/A
intercept,1,1976868,N/A
approaching,1,4383496,N/A
correcting,1,1876523,N/A
altitude,1,5111241,N/A
initiating,1,1763456,N/A
airborne,1,3346446,N/A
initiated,1,7577787,N/A
brace,1,4262152,N/A
hydraulic,1,6802627,N/A
evacuate,1,718574,N/A
kilos,1,355739,N/A
escort,1,16975528,N/A
cleanse,1,1174251,N/A
shamble,1,416921,N/A
psychoactive,1,219471,N/A
allergic,1,2913453,N/A
outnumber,1,285807,C1
finest,1,9668295,N/A
trained,1,13608102,N/A
distracted,1,1226846,N/A
questioned,1,3747297,N/A
trusted,1,14554254,N/A
walked,1,10905602,N/A
crush,1,3904494,C2
scarred,1,494189,N/A
crippled,1,834447,N/A
beacon,1,4809100,N/A
traitor,1,1109468,N/A
jammed,1,611686,N/A
lowered,1,2971192,N/A
agony,1,1628576,N/A
traded,1,4363231,N/A
concubine,1,238608,N/A
commanded,1,2008832,N/A
waf,1,11140230,N/A
fanatical,1,485238,N/A
worshipping,1,517494,N/A
shrine,1,2775840,N/A
freak,1,6388750,N/A
tame,1,1383429,N/A
begun,1,8636352,N/A
discovered,1,16046554,N/A
tanat,1,0,N/A
shamir,1,181194,N/A
picking,1,6102267,N/A
testify,1,2709168,C2
warfare,1,5044170,N/A
feared,1,2373625,N/A
loved,1,19719299,N/A
flare,1,3211394,N/A
understood,1,11962620,N/A
stopping,1,6325995,N/A
healing,1,15286774,N/A
chased,1,999429,N/A
greenery,1,522463,N/A
proven,1,12920984,N/A
saved,1,19635976,N/A
rewarded,1,1939508,N/A
sanctuary,1,5226458,N/A
untrained,1,345136,N/A
weirding,1,0,N/A
judged,1,3293503,N/A
hastily,1,780738,N/A
countenance,1,697340,N/A
hardest,1,2489739,N/A
pistol,1,4580130,N/A
earned,1,12540187,N/A
newcomer,1,3241168,N/A
strongest,1,3478166,N/A
bested,1,95330,N/A
fading,1,1936749,N/A
thy,1,10183846,N/A
shatter,1,732875,N/A
quicker,1,2673094,N/A
yielding,1,1769641,N/A
toying,1,1331063,N/A
smuggler,1,855789,N/A
