word,series_frequency,english_frequency,filter_reason,vocabulary_level
worry,2,16187062,Oxford 3000,A2
forget,2,25685480,Oxford 3000,A2
taking,2,70312688,"High English frequency (70,312,688 > 20,000,000)",A2
wait,2,41363575,Oxford 3000,A1
victory,2,18072704,Oxford 3000,B2
dear,2,20825714,Oxford 3000,A1
spirit,2,45791642,Oxford 3000,B2
raven,2,6317523,Easy word (easy_words.csv),N/A
trouble,2,27529484,Oxford 3000,B1
stopped,2,14956865,Vocabulary level below C (A2),A2
killing,2,13478027,Oxford 3000,B1
perhap,2,42450144,Oxford 3000,N/A
burn,2,23062858,Oxford 3000,B1
brave,2,5221356,Oxford 3000,B1
protect,2,42331974,Oxford 3000,B1
farm,2,57843397,Oxford 3000,A1
grew,2,10698645,Vocabulary level below C (A2),A2
ghost,2,17436367,Oxford 3000,B1
shoo,2,241831,Vocabulary level below C (A2),A2
touch,2,39762539,Oxford 3000,B1
hurt,2,15892533,Oxford 3000,A2
mad,2,16741838,Oxford 3000,A2
cruel,2,4180956,Oxford 3000,B1
steal,2,7929395,Oxford 3000,A2
wet,2,24090751,Oxford 3000,A2
capture,2,21465152,Oxford 3000,B2
wife,2,47510357,Oxford 3000,A1
paid,2,60294928,"High English frequency (60,294,928 > 20,000,000)",A2
jewelry,2,72648785,"High English frequency (72,648,785 > 20,000,000)",B2
twice,2,19945569,Oxford 3000,A2
moment,2,47882449,Oxford 3000,A2
finger,2,23127249,Oxford 3000,A2
sleep,2,34887707,Oxford 3000,A1
beautiful,2,58503804,Oxford 3000,A1
sad,2,13029702,Oxford 3000,A1
expensive,2,17840023,Oxford 3000,A1
occur,2,40879664,Oxford 3000,B2
lad,2,3212044,Easy word (easy_words.csv),C2
myself,2,37983649,Oxford 3000,A2
dinner,2,27843687,Oxford 3000,A1
murder,2,17118348,Oxford 3000,B1
tried,2,34201786,"High English frequency (34,201,786 > 20,000,000)",A2
hear,2,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
leaving,2,23878642,"High English frequency (23,878,642 > 20,000,000)",A2
afraid,2,10858793,Oxford 3000,A2
himself,2,39757666,Oxford 3000,A2
saw,2,50570151,"High English frequency (50,570,151 > 20,000,000)",A2
outside,2,67458757,Oxford 3000,A1
bottom,2,47685192,Oxford 3000,A1
anyway,2,26880093,"High English frequency (26,880,093 > 20,000,000)",A2
pull,2,22908540,Oxford 3000,A2
lived,2,18050710,Vocabulary level below C (A2),A2
bet,2,19562562,Oxford 3000,C1
teach,2,24679160,Oxford 3000,A1
proposal,2,47678318,Oxford 3000,B2
imagine,2,17657324,Oxford 3000,B1
gone,2,34511028,"High English frequency (34,511,028 > 20,000,000)",A2
attack,2,55851080,Oxford 3000,B1
spent,2,29719451,"High English frequency (29,719,451 > 20,000,000)",A2
chance,2,51442371,Oxford 3000,B1
rape,2,52166558,"High English frequency (52,166,558 > 20,000,000)",B2
cannot,2,88737,Oxford 3000,A1
joke,2,23666862,Oxford 3000,B1
clicking,2,20719323,"High English frequency (20,719,323 > 20,000,000)",B2
