word,series_frequency,english_frequency,filter_reason,vocabulary_level
bravery,1,904631,Vocabulary level below C (B2),B2
blonde,1,27985444,Oxford 3000,A2
arrogant,1,1384122,Vocabulary level below C (B2),B2
introduce,1,19589000,Oxford 3000,B1
trouble,1,27529484,Oxford 3000,B1
appointment,1,23634304,Oxford 3000,A2
generally,1,40435813,Oxford 3000,B1
heard,1,45436523,"High English frequency (45,436,523 > 20,000,000)",N/A
convenient,1,12801318,Oxford 3000,B1
pair,1,35468818,Oxford 3000,A1
serve,1,36697856,Oxford 3000,A2
overseas,1,14773122,Vocabulary level below C (B2),B2
mad,1,16741838,Oxford 3000,A2
dominate,1,3984536,Oxford 3000,B2
touch,1,39762539,Oxford 3000,B1
treat,1,24447584,Oxford 3000,B2
dear,1,20825714,Oxford 3000,A1
savage,1,5686250,Easy word (easy_words.csv),N/A
wealth,1,14325239,Oxford 3000,B2
looked,1,31988351,"High English frequency (31,988,351 > 20,000,000)",N/A
underestimate,1,1021838,Vocabulary level below C (B2),B2
prepared,1,32502271,Oxford 3000,B1
shell,1,24748321,Oxford 3000,B2
became,1,37332761,"High English frequency (37,332,761 > 20,000,000)",N/A
cow,1,12084295,Oxford 3000,A1
wild,1,40270633,Oxford 3000,A2
protected,1,30198768,"High English frequency (30,198,768 > 20,000,000)",N/A
guard,1,27127471,Oxford 3000,B1
fighting,1,20036994,Oxford 3000,B2
exist,1,43987192,Oxford 3000,B1
terrifying,1,1064336,Vocabulary level below C (B2),B2
mostly,1,26774406,Oxford 3000,B1
serious,1,38316678,Oxford 3000,B1
decade,1,22089752,Oxford 3000,B2
fond,1,4164736,Vocabulary level below C (B2),B2
presented,1,46729648,"High English frequency (46,729,648 > 20,000,000)",N/A
dress,1,35921173,Oxford 3000,A1
hunt,1,15062955,Oxford 3000,B1
himself,1,39757666,Oxford 3000,A2
hunting,1,19855263,Oxford 3000,B2
confess,1,2158634,Vocabulary level below C (B2),B2
stuck,1,9120620,Easy word (easy_words.csv),B2
operate,1,26541311,Oxford 3000,B1
politic,1,53458717,Oxford 3000,N/A
react,1,5184368,Oxford 3000,B2
mental,1,35689769,Oxford 3000,B2
husband,1,25002557,Oxford 3000,A1
astonishing,1,1600443,Vocabulary level below C (B2),B2
funeral,1,13847723,Vocabulary level below C (B2),B2
egg,1,23652042,Oxford 3000,A1
sight,1,18090913,Oxford 3000,B1
hundred,1,39367996,Oxford 3000,A2
lock,1,28790637,Oxford 3000,B1
awesome,1,15350104,Vocabulary level below C (A2),A2
born,1,52510893,Oxford 3000,N/A
bride,1,11698410,Oxford 3000,B1
painful,1,5591729,Oxford 3000,B1
worst,1,16975343,Oxford 3000,A2
psychological,1,10159161,Vocabulary level below C (B2),B2
abuse,1,36269685,"High English frequency (36,269,685 > 20,000,000)",B2
disgusting,1,1363181,Vocabulary level below C (B1),B1
mentally,1,3838946,Vocabulary level below C (B2),B2
smart,1,37455745,Oxford 3000,B1
chief,1,50021210,Oxford 3000,B2
corner,1,42507235,Oxford 3000,A2
inevitable,1,3872819,Easy word (easy_words.csv),C1
mine,1,34337711,Oxford 3000,A2
realm,1,7918957,Easy word (easy_words.csv),C2
tie,1,25468431,Oxford 3000,A2
awful,1,5257815,Oxford 3000,B1
birth,1,40153101,Oxford 3000,B1
weapon,1,31661829,Oxford 3000,B2
shadow,1,22056915,Oxford 3000,B1
realistic,1,8923110,Oxford 3000,B1
widow,1,4762276,Vocabulary level below C (B2),B2
belong,1,16045395,Oxford 3000,B2
rich,1,38868722,Oxford 3000,A2
calling,1,30005364,"High English frequency (30,005,364 > 20,000,000)",N/A
valuable,1,17999883,Oxford 3000,B1
seize,1,1908868,Vocabulary level below C (B2),B2
existence,1,15971680,Vocabulary level below C (B2),B2
spread,1,27917385,Oxford 3000,B2
highly,1,42857273,Oxford 3000,B2
kick,1,16734140,Oxford 3000,A1
winter,1,53743632,Oxford 3000,A1
myth,1,10306845,Vocabulary level below C (B2),B2
seriously,1,14915797,Oxford 3000,B1
horror,1,17809719,Oxford 3000,B2
statue,1,7590866,Oxford 3000,B1
walking,1,24986228,"High English frequency (24,986,228 > 20,000,000)",A2
skip,1,45237219,"High English frequency (45,237,219 > 20,000,000)",B2
ultimately,1,10608757,Oxford 3000,C1
asset,1,48481339,"High English frequency (48,481,339 > 20,000,000)",C1
giving,1,43506778,"High English frequency (43,506,778 > 20,000,000)",N/A
speech,1,37706832,Oxford 3000,B1
massive,1,19454740,Oxford 3000,B2
firmly,1,4103216,Vocabulary level below C (B2),B2
attend,1,21879233,"High English frequency (21,879,233 > 20,000,000)",B1
whereas,1,14663372,Oxford 3000,B2
bet,1,19562562,Oxford 3000,C1
sad,1,13029702,Oxford 3000,A1
listen,1,44504101,Oxford 3000,A1
impressive,1,8963757,Oxford 3000,B2
breathing,1,6778253,Oxford 3000,N/A
influence,1,32295217,Oxford 3000,B2
affection,1,2914109,Vocabulary level below C (B2),B2
reward,1,15159375,Oxford 3000,B1
imagine,1,17657324,Oxford 3000,B1
squeeze,1,3015480,Vocabulary level below C (B2),B2
finger,1,23127249,Oxford 3000,A2
proper,1,28099582,Oxford 3000,B1
icon,1,47605064,"High English frequency (47,605,064 > 20,000,000)",B2
ambition,1,3930098,Oxford 3000,B1
granddaughter,1,967129,Vocabulary level below C (A2),A2
mate,1,12610566,Vocabulary level below C (B1),B1
anywhere,1,23947583,Oxford 3000,A2
abandoned,1,6371760,Vocabulary level below C (B2),B2
mentioned,1,28566238,"High English frequency (28,566,238 > 20,000,000)",N/A
enjoy,1,54157761,Oxford 3000,A1
rise,1,29535295,Oxford 3000,B1
unbelievable,1,2491299,Vocabulary level below C (B1),B1
doubt,1,23256721,Oxford 3000,B1
disgrace,1,1008357,Vocabulary level below C (B2),B2
tonight,1,20720362,Oxford 3000,A1
desire,1,22139579,Oxford 3000,B2
strategic,1,30930763,"High English frequency (30,930,763 > 20,000,000)",C1
crossing,1,12103792,Vocabulary level below C (B1),B1
controlled,1,23265403,"High English frequency (23,265,403 > 20,000,000)",N/A
bitter,1,5171929,Oxford 3000,B1
nasty,1,7565736,Vocabulary level below C (B1),B1
mistake,1,18974243,Oxford 3000,A2
phrase,1,13191958,Oxford 3000,B1
timing,1,11882698,Vocabulary level below C (B2),B2
prevent,1,42298832,Oxford 3000,B1
script,1,49886342,Oxford 3000,B2
shocking,1,2913791,Vocabulary level below C (B1),B1
generation,1,47131868,Oxford 3000,B1
phase,1,40722940,Oxford 3000,B2
rotten,1,4883839,Vocabulary level below C (B2),B2
grim,1,2650255,Easy word (easy_words.csv),C2
regard,1,31585197,Oxford 3000,B2
rob,1,17306942,Vocabulary level below C (B1),B1
cruelty,1,1993159,Vocabulary level below C (B2),B2
seeing,1,26322092,"High English frequency (26,322,092 > 20,000,000)",N/A
path,1,54711903,Oxford 3000,A2
killer,1,13812346,Vocabulary level below C (B1),B1
carry,1,39978069,Oxford 3000,A1
household,1,37807831,Oxford 3000,B2
unlikely,1,8387131,Oxford 3000,B1
astonishment,1,466206,Vocabulary level below C (B2),B2
vanish,1,1502093,Vocabulary level below C (B2),B2
taste,1,20925313,Oxford 3000,B1
seeking,1,28023068,"High English frequency (28,023,068 > 20,000,000)",N/A
excuse,1,6390272,Oxford 3000,B1
cup,1,53967499,Oxford 3000,A1
poison,1,5780004,Oxford 3000,B2
newly,1,21102330,"High English frequency (21,102,330 > 20,000,000)",B2
bond,1,38879421,Oxford 3000,B2
merely,1,11492724,Vocabulary level below C (B2),B2
strength,1,35339916,Oxford 3000,B2
abandon,1,3076458,Oxford 3000,B2
forgive,1,3379266,Oxford 3000,B1
dilemma,1,3121080,Vocabulary level below C (B2),B2
determine,1,50039043,Oxford 3000,C1
armed,1,13866785,Oxford 3000,B2
sweet,1,35276616,Oxford 3000,A1
laser,1,37147026,"High English frequency (37,147,026 > 20,000,000)",B2
scientist,1,25555810,Oxford 3000,B1
miss,1,42906521,Oxford 3000,A1
equal,1,39582141,Oxford 3000,B1
pain,1,44900758,Oxford 3000,A2
shared,1,30988860,"High English frequency (30,988,860 > 20,000,000)",N/A
dangerous,1,16909821,Oxford 3000,A2
injured,1,8412484,Oxford 3000,B2
forced,1,30835043,"High English frequency (30,835,043 > 20,000,000)",N/A
strike,1,24807822,Oxford 3000,B1
asking,1,19887691,Easy word (easy_words.csv),N/A
misery,1,2646232,Vocabulary level below C (B2),B2
companion,1,11017964,Vocabulary level below C (B2),B2
scheme,1,38942871,Oxford 3000,B2
fly,1,33412987,Oxford 3000,A1
wound,1,9054650,Oxford 3000,B2
rebuild,1,4800041,Vocabulary level below C (B1),B1
draw,1,28163819,Oxford 3000,A1
ultimate,1,29934524,"High English frequency (29,934,524 > 20,000,000)",B2
guilty,1,10588260,Oxford 3000,B1
commit,1,21711847,Oxford 3000,B2
betray,1,789698,Vocabulary level below C (B2),B2
wrong,1,49934294,Oxford 3000,A1
champion,1,22255679,Oxford 3000,B1
itself,1,51076716,Oxford 3000,A2
confession,1,5127884,Vocabulary level below C (B2),B2
exactly,1,31759653,Oxford 3000,A2
expected,1,54346724,Oxford 3000,B2
defeated,1,4629690,Easy word (easy_words.csv),N/A
released,1,52546300,"High English frequency (52,546,300 > 20,000,000)",N/A
jail,1,8247357,Vocabulary level below C (B1),B1
former,1,47125847,Oxford 3000,B1
fit,1,55284806,Oxford 3000,A2
tightly,1,3326221,Vocabulary level below C (B2),B2
aware,1,25713327,Oxford 3000,B2
enthusiasm,1,4438103,Oxford 3000,B2
grandmother,1,4103530,Oxford 3000,A2
lovely,1,13979829,Oxford 3000,A2
excitement,1,5289856,Oxford 3000,B1
religious,1,36046200,Oxford 3000,B2
hopefully,1,10304848,Vocabulary level below C (B1),B1
regain,1,1894460,Vocabulary level below C (B2),B2
remove,1,50036200,Oxford 3000,B1
encourage,1,27142497,Oxford 3000,B1
clean,1,46556374,Oxford 3000,A1
felt,1,33507506,"High English frequency (33,507,506 > 20,000,000)",N/A
previously,1,27698634,Oxford 3000,B1
deserve,1,6619274,Oxford 3000,B1
naked,1,43153993,"High English frequency (43,153,993 > 20,000,000)",B2
shame,1,6882495,Oxford 3000,C1
maintain,1,39699805,Oxford 3000,B2
presence,1,28703455,Oxford 3000,B2
physically,1,6626169,Vocabulary level below C (B2),B2
emotionally,1,2391987,Vocabulary level below C (B2),B2
psychologically,1,665105,Vocabulary level below C (B2),B2
arm,1,51156978,Oxford 3000,A1
strange,1,18322738,Vocabulary level below C (A2),A2
creation,1,34663663,Oxford 3000,B2
civil,1,49560766,Oxford 3000,C1
transform,1,9515325,Oxford 3000,B2
symbol,1,36364641,Oxford 3000,B2
standing,1,34637239,"High English frequency (34,637,239 > 20,000,000)",N/A
becoming,1,22483164,"High English frequency (22,483,164 > 20,000,000)",N/A
writer,1,49072599,Oxford 3000,B1
flying,1,17948471,Oxford 3000,N/A
backup,1,26786306,"High English frequency (26,786,306 > 20,000,000)",B2
deliver,1,32303361,Oxford 3000,B1
uncertain,1,3956957,Vocabulary level below C (B2),B2
surf,1,11544720,Vocabulary level below C (A2),A2
fascinating,1,5694739,Oxford 3000,B2
mysterious,1,5252752,Oxford 3000,B2
sweep,1,4837742,Oxford 3000,B2
explore,1,36008653,Oxford 3000,B1
increasingly,1,12442507,Oxford 3000,B2
managed,1,30602103,"High English frequency (30,602,103 > 20,000,000)",N/A
convince,1,4248875,Oxford 3000,B1
helping,1,24402324,"High English frequency (24,402,324 > 20,000,000)",N/A
advance,1,53806684,Oxford 3000,B2
rough,1,11606368,Oxford 3000,B1
salesman,1,1537227,Vocabulary level below C (B1),B1
established,1,50818165,"High English frequency (50,818,165 > 20,000,000)",N/A
themself,1,47355436,Oxford 3000,N/A
fellow,1,20549095,Oxford 3000,B2
terrified,1,1048887,Vocabulary level below C (B1),B1
escape,1,17511290,Oxford 3000,B1
weak,1,13363258,Oxford 3000,B1
courage,1,6352530,Oxford 3000,B2
freedom,1,41224448,Oxford 3000,B2
nearby,1,27263100,"High English frequency (27,263,100 > 20,000,000)",B1
catch,1,23016856,Oxford 3000,A1
boat,1,49704793,Oxford 3000,A1
destruction,1,12506028,Vocabulary level below C (B2),B2
afraid,1,10858793,Oxford 3000,A2
vocabulary,1,6881845,Vocabulary level below C (A2),A2
raise,1,21099943,Oxford 3000,B1
forget,1,25685480,Oxford 3000,A2
blow,1,33901158,Oxford 3000,B1
crime,1,50877596,Oxford 3000,B1
finish,1,34189762,Oxford 3000,A1
stunning,1,8436751,Vocabulary level below C (B2),B2
wolf,1,16362886,Vocabulary level below C (B2),B2
noise,1,25171520,Oxford 3000,A1
laughing,1,5900004,Easy word (easy_words.csv),N/A
alive,1,16064787,Easy word (easy_words.csv),B1
returned,1,34138333,"High English frequency (34,138,333 > 20,000,000)",N/A
miracle,1,8241197,Vocabulary level below C (B2),B2
partial,1,14733929,Vocabulary level below C (B2),B2
gather,1,8885450,Oxford 3000,B2
monster,1,22671463,Easy word (easy_words.csv),B1
mood,1,13305891,Oxford 3000,B1
convert,1,20134576,Oxford 3000,B2
navy,1,22192086,"High English frequency (22,192,086 > 20,000,000)",B2
threaten,1,5498257,Oxford 3000,B2
forest,1,52396413,Oxford 3000,A2
defense,1,37819618,"High English frequency (37,819,618 > 20,000,000)",N/A
nephew,1,2513731,Vocabulary level below C (B1),B1
confirm,1,25689169,Oxford 3000,B1
seat,1,46137154,Oxford 3000,A2
winning,1,33440237,"High English frequency (33,440,237 > 20,000,000)",N/A
insight,1,21649747,Oxford 3000,C1
lay,1,17973216,Oxford 3000,N/A
core,1,53228216,Oxford 3000,C2
brilliantly,1,985811,Vocabulary level below C (B2),B2
constantly,1,10442685,Oxford 3000,B2
disappear,1,4978097,Oxford 3000,B1
hardcore,1,41170267,"High English frequency (41,170,267 > 20,000,000)",N/A
surprise,1,14644385,Oxford 3000,A2
neither,1,22640226,Oxford 3000,B2
disguise,1,1460125,Vocabulary level below C (B2),B2
knife,1,11438725,Oxford 3000,A1
soldier,1,26207707,Oxford 3000,B1
dish,1,29673083,Oxford 3000,A2
cannot,1,88737,Oxford 3000,A1
wait,1,41363575,Oxford 3000,A1
survival,1,14303626,Vocabulary level below C (B2),B2
grief,1,4753078,Vocabulary level below C (B2),B2
sand,1,20755814,Oxford 3000,B1
snake,1,10128288,Oxford 3000,A2
judgment,1,18456411,Vocabulary level below C (B2),B2
changing,1,32076618,"High English frequency (32,076,618 > 20,000,000)",N/A
instant,1,28705033,"High English frequency (28,705,033 > 20,000,000)",B2
incredible,1,12399463,Oxford 3000,B1
fantastic,1,17371421,Oxford 3000,A2
lowest,1,42865965,"High English frequency (42,865,965 > 20,000,000)",N/A
empty,1,26459037,Oxford 3000,A2
accept,1,49819069,Oxford 3000,B1
courtesy,1,11047634,Vocabulary level below C (B2),B2
wrongly,1,992978,Vocabulary level below C (B2),B2
toe,1,18809079,Oxford 3000,A2
honest,1,11109203,Oxford 3000,B1
played,1,34970056,"High English frequency (34,970,056 > 20,000,000)",N/A
