word,series_frequency,english_frequency,filter_reason,vocabulary_level
enforcement,2,23670942,"High English frequency (23,670,942 > 20,000,000)",B2
myself,2,37983649,Oxford 3000,A2
stick,2,28793076,Oxford 3000,B1
helped,2,21000656,"High English frequency (21,000,656 > 20,000,000)",A2
everybody,2,14705200,Oxford 3000,A2
goe,2,47478275,"High English frequency (47,478,275 > 20,000,000)",C1
wrong,2,49934294,Oxford 3000,A1
rear,2,22583111,"High English frequency (22,583,111 > 20,000,000)",B2
kill,2,31335290,Oxford 3000,A2
correction,2,29236164,"High English frequency (29,236,164 > 20,000,000)",B1
forget,2,25685480,Oxford 3000,A2
turned,2,34215128,"High English frequency (34,215,128 > 20,000,000)",A2
thousand,2,56265477,Oxford 3000,A2
maybe,2,51946944,Oxford 3000,A2
sometime,2,52184367,Oxford 3000,N/A
nobody,2,14624173,Easy word (easy_words.csv),A2
processing,2,55499899,"High English frequency (55,499,899 > 20,000,000)",B2
acid,2,39661827,"High English frequency (39,661,827 > 20,000,000)",B2
shut,2,12663576,Oxford 3000,A2
attention,2,45017405,Oxford 3000,B1
nuclear,2,33689967,Oxford 3000,B2
destroy,2,11139019,Oxford 3000,B1
survive,2,8286260,Oxford 3000,B2
smart,2,37455745,Oxford 3000,B1
enough,2,83592616,Oxford 3000,A2
stealing,2,3046130,Vocabulary level below C (A2),A2
boss,2,16262055,Oxford 3000,A2
powerful,2,33538932,Oxford 3000,B1
choose,2,90010174,Oxford 3000,A1
enemy,2,20766378,Oxford 3000,B1
forever,2,17381863,Oxford 3000,B1
cigarette,2,13548980,Oxford 3000,A2
alcohol,2,25524797,Oxford 3000,A2
relax,2,9213712,Oxford 3000,B1
happy,2,63486618,Oxford 3000,A1
finger,2,23127249,Oxford 3000,A2
stay,2,86241601,Oxford 3000,A1
consequence,2,19796089,Oxford 3000,B2
decide,2,25539449,Oxford 3000,A2
explain,2,36301388,Oxford 3000,A2
powder,2,13908965,Oxford 3000,B1
flip,2,8522186,Vocabulary level below C (A2),A2
flop,2,3644646,Vocabulary level below C (A2),A2
buddy,2,28145735,"High English frequency (28,145,735 > 20,000,000)",A2
running,2,72955000,Oxford 3000,A2
mess,2,7335889,Oxford 3000,B1
entire,2,56327035,Oxford 3000,B2
serious,2,38316678,Oxford 3000,B1
yourself,2,53653034,Oxford 3000,A2
excuse,2,6390272,Oxford 3000,B1
cut,2,74169573,Oxford 3000,A2
cake,2,22092139,Oxford 3000,A1
wheel,2,44349913,Oxford 3000,A2
worry,2,16187062,Oxford 3000,A2
profit,2,47625692,Oxford 3000,B2
selling,2,44375770,"High English frequency (44,375,770 > 20,000,000)",A2
clear,2,90182619,Oxford 3000,A2
build,2,83635409,Oxford 3000,A2
careful,2,11836566,Oxford 3000,A2
till,2,16477131,Oxford 3000,A2
spent,2,29719451,"High English frequency (29,719,451 > 20,000,000)",A2
hold,2,82741121,Oxford 3000,A2
handsome,2,3764360,Easy word (easy_words.csv),B1
bring,2,74972410,Oxford 3000,A2
flying,2,17948471,Oxford 3000,N/A
cash,2,79273690,Oxford 3000,A2
hidden,2,26526402,"High English frequency (26,526,402 > 20,000,000)",B1
pilot,2,26736025,Oxford 3000,A2
whatever,2,31901912,Oxford 3000,B1
packet,2,23795620,"High English frequency (23,795,620 > 20,000,000)",B1
cared,2,2333049,Vocabulary level below C (A2),A2
cousin,2,6460959,Oxford 3000,A2
anybody,2,10367449,Oxford 3000,A2
involved,2,59408103,Oxford 3000,N/A
potato,2,6397517,Oxford 3000,A1
buying,2,53534781,"High English frequency (53,534,781 > 20,000,000)",A2
raise,2,21099943,Oxford 3000,B1
charge,2,93253122,Oxford 3000,B1
deliver,2,32303361,Oxford 3000,B1
cause,2,65904680,Oxford 3000,B2
died,2,35803272,"High English frequency (35,803,272 > 20,000,000)",A2
split,2,22271070,Oxford 3000,B2
stopped,2,14956865,Vocabulary level below C (A2),A2
paid,2,60294928,"High English frequency (60,294,928 > 20,000,000)",A2
eat,2,32034082,Oxford 3000,A1
lower,2,73933807,Oxford 3000,B2
amigo,2,1094662,Vocabulary level below C (A2),A2
met,2,45111009,"High English frequency (45,111,009 > 20,000,000)",A2
went,2,68130142,"High English frequency (68,130,142 > 20,000,000)",A2
economy,2,51853436,Oxford 3000,B2
duty,2,49442017,Oxford 3000,B1
