word,series_frequency,english_frequency,filter_reason,vocabulary_level
hole,3,37728350,Oxford 3000,B1
peace,3,47872263,Oxford 3000,B1
weak,3,13363258,Oxford 3000,B1
violence,3,29326418,Oxford 3000,B2
probably,3,61626696,Oxford 3000,A2
folk,3,29157024,Easy word (easy_words.csv),B1
lock,3,28790637,Oxford 3000,B1
faster,3,31541236,"High English frequency (31,541,236 > 20,000,000)",N/A
eat,3,32034082,Oxford 3000,A1
moment,3,47882449,Oxford 3000,A2
honey,3,10476847,Vocabulary level below C (A2),A2
clean,3,46556374,Oxford 3000,A1
sometime,3,52184367,Oxford 3000,N/A
awful,3,5257815,Oxford 3000,B1
dead,3,48412882,Oxford 3000,A2
anymore,3,10494227,Easy word (easy_words.csv),A2
cold,3,42009560,Oxford 3000,A1
seeing,3,26322092,"High English frequency (26,322,092 > 20,000,000)",N/A
knew,3,31636418,"High English frequency (31,636,418 > 20,000,000)",N/A
happened,3,24951096,"High English frequency (24,951,096 > 20,000,000)",N/A
brought,3,39794764,"High English frequency (39,794,764 > 20,000,000)",N/A
yourself,3,53653034,Oxford 3000,A2
angry,3,9267505,Oxford 3000,A2
worse,3,15677739,Easy word (easy_words.csv),A2
expect,3,39830608,Oxford 3000,B1
threat,3,28395916,Oxford 3000,B2
almost,3,66408838,Oxford 3000,A2
myself,3,37983649,Oxford 3000,A2
calm,3,8109866,Oxford 3000,B1
leaf,3,37317352,Oxford 3000,B1
earth,2,61360661,Oxford 3000,B1
dozen,2,15775564,Oxford 3000,B1
danger,2,17519933,Oxford 3000,A2
walk,2,46873435,Oxford 3000,A1
trying,2,57462639,"High English frequency (57,462,639 > 20,000,000)",N/A
chart,2,60460637,Oxford 3000,B2
monster,2,22671463,Easy word (easy_words.csv),B1
suggestion,2,41063418,Oxford 3000,B1
especially,2,59336380,Oxford 3000,A2
insane,2,4121922,Easy word (easy_words.csv),C1
personally,2,14373028,Oxford 3000,B1
observed,2,23595635,"High English frequency (23,595,635 > 20,000,000)",N/A
loose,2,12556710,Oxford 3000,B1
alone,2,39326417,Oxford 3000,A2
neither,2,22640226,Oxford 3000,B2
assume,2,37913284,Oxford 3000,B2
greatest,2,25547808,"High English frequency (25,547,808 > 20,000,000)",N/A
took,2,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
quite,2,58809324,Oxford 3000,A2
spent,2,29719451,"High English frequency (29,719,451 > 20,000,000)",N/A
gave,2,36576222,"High English frequency (36,576,222 > 20,000,000)",N/A
looked,2,31988351,"High English frequency (31,988,351 > 20,000,000)",N/A
dangerous,2,16909821,Oxford 3000,A2
keeping,2,25280309,"High English frequency (25,280,309 > 20,000,000)",N/A
whatever,2,31901912,Oxford 3000,B1
shame,2,6882495,Oxford 3000,C1
extra,2,59377307,Oxford 3000,A2
burn,2,23062858,Oxford 3000,B1
define,2,44732366,Oxford 3000,B2
guess,2,29330172,Oxford 3000,A2
worried,2,6610456,Oxford 3000,A2
truly,2,21693553,Oxford 3000,B2
passage,2,13909318,Oxford 3000,B2
wound,2,9054650,Oxford 3000,B2
honestly,2,4459891,Easy word (easy_words.csv),B1
avoid,2,38152886,Oxford 3000,B1
slip,2,15473513,Oxford 3000,B1
push,2,22663953,Oxford 3000,A2
clip,2,64110929,"High English frequency (64,110,929 > 20,000,000)",N/A
rear,2,22583111,"High English frequency (22,583,111 > 20,000,000)",B2
crowd,2,13848480,Oxford 3000,A2
floor,2,61623497,Oxford 3000,A1
rest,2,55957144,Oxford 3000,A2
lose,2,24136984,Oxford 3000,A2
hero,2,12343606,Oxford 3000,B1
listen,2,44504101,Oxford 3000,A1
empty,2,26459037,Oxford 3000,A2
gun,2,35217715,Oxford 3000,B1
thinking,2,41347669,Oxford 3000,N/A
wheel,2,44349913,Oxford 3000,A2
ahead,2,28375319,Oxford 3000,B1
moving,2,51765877,"High English frequency (51,765,877 > 20,000,000)",B2
crazy,2,23174564,Oxford 3000,A2
giving,2,43506778,"High English frequency (43,506,778 > 20,000,000)",N/A
powerful,2,33538932,Oxford 3000,B1
eating,2,21565444,"High English frequency (21,565,444 > 20,000,000)",N/A
saw,2,50570151,"High English frequency (50,570,151 > 20,000,000)",N/A
train,2,40164074,Oxford 3000,A1
worry,2,16187062,Oxford 3000,A2
domestic,2,35918709,Oxford 3000,B2
sweet,2,35276616,Oxford 3000,A1
bomb,2,14027919,Easy word (easy_words.csv),B1
puppet,2,4377808,Easy word (easy_words.csv),N/A
theater,2,39928561,"High English frequency (39,928,561 > 20,000,000)",N/A
everywhere,2,11153149,Oxford 3000,A2
smart,2,37455745,Oxford 3000,B1
afraid,2,10858793,Oxford 3000,A2
coin,2,26545061,Oxford 3000,B1
tired,2,11158233,Oxford 3000,A1
willing,2,18418634,Oxford 3000,C2
feeling,2,37845806,Easy word (easy_words.csv),B1
dear,2,20825714,Oxford 3000,A1
brain,2,37025785,Oxford 3000,A2
evil,2,26720406,Oxford 3000,B2
seven,2,44648436,Oxford 3000,A1
beside,2,17789660,Vocabulary level below C (A2),A2
guarantee,2,46277955,Oxford 3000,B2
helping,2,24402324,"High English frequency (24,402,324 > 20,000,000)",N/A
hide,2,28857707,Oxford 3000,B1
waiting,2,30170505,"High English frequency (30,170,505 > 20,000,000)",N/A
paint,2,25544386,Oxford 3000,A1
asking,2,19887691,Easy word (easy_words.csv),N/A
pressure,2,56029796,Oxford 3000,B2
damage,2,48993361,Oxford 3000,B1
recorded,2,26018548,"High English frequency (26,018,548 > 20,000,000)",N/A
stable,2,19375652,Oxford 3000,C1
processor,2,32757922,"High English frequency (32,757,922 > 20,000,000)",N/A
cloud,2,20250272,Oxford 3000,A2
shut,2,12663576,Oxford 3000,A2
suppose,2,11981451,Oxford 3000,C1
finished,2,25994841,"High English frequency (25,994,841 > 20,000,000)",N/A
solar,1,20423792,Oxford 3000,B2
hundred,1,39367996,Oxford 3000,A2
moon,1,29447801,Oxford 3000,N/A
decade,1,22089752,Oxford 3000,B2
savage,1,5686250,Easy word (easy_words.csv),N/A
victory,1,18072704,Oxford 3000,B2
enjoy,1,54157761,Oxford 3000,A1
comfort,1,29367131,Oxford 3000,B2
attack,1,55851080,Oxford 3000,B1
wear,1,32084183,Oxford 3000,A1
skin,1,62160234,Oxford 3000,B1
rape,1,52166558,"High English frequency (52,166,558 > 20,000,000)",B2
scary,1,5571680,Oxford 3000,B1
monitor,1,61904962,Oxford 3000,B2
pupil,1,18118709,Oxford 3000,A2
ideal,1,28470468,Oxford 3000,B2
defense,1,37819618,"High English frequency (37,819,618 > 20,000,000)",N/A
obviously,1,15702193,Oxford 3000,B1
tend,1,18702666,Oxford 3000,N/A
reality,1,34420271,Oxford 3000,B2
matrix,1,28333109,"High English frequency (28,333,109 > 20,000,000)",N/A
improve,1,61305614,Oxford 3000,A2
inspection,1,27832519,"High English frequency (27,832,519 > 20,000,000)",C1
nervous,1,7908601,Oxford 3000,B1
creature,1,11281733,Oxford 3000,B1
extraordinary,1,8513936,Oxford 3000,B1
dance,1,54450109,Oxford 3000,A1
surface,1,58632563,Oxford 3000,B2
excuse,1,6390272,Oxford 3000,B1
allowed,1,44526131,"High English frequency (44,526,131 > 20,000,000)",N/A
express,1,61827872,Oxford 3000,B2
permission,1,49665270,Oxford 3000,B1
forgive,1,3379266,Oxford 3000,B1
prefer,1,21937284,Oxford 3000,A2
clearance,1,23208132,"High English frequency (23,208,132 > 20,000,000)",N/A
insist,1,4638591,Oxford 3000,B1
rank,1,43630695,Oxford 3000,C1
exist,1,43987192,Oxford 3000,B1
success,1,62613354,Oxford 3000,B1
phenomenon,1,6085213,Oxford 3000,C1
aware,1,25713327,Oxford 3000,B2
entire,1,56327035,Oxford 3000,B2
fortune,1,12387313,Oxford 3000,B2
developing,1,42769271,"High English frequency (42,769,271 > 20,000,000)",B2
brilliant,1,10323824,Oxford 3000,A2
scan,1,22050687,Oxford 3000,C1
carefully,1,16675728,Oxford 3000,A2
situation,1,59151157,Oxford 3000,B1
wonder,1,27355961,Oxford 3000,B1
classified,1,61711730,"High English frequency (61,711,730 > 20,000,000)",N/A
nor,1,39796521,Oxford 3000,B2
mental,1,35689769,Oxford 3000,B2
concern,1,53677487,Oxford 3000,B2
layer,1,35930723,Oxford 3000,B2
older,1,44256753,"High English frequency (44,256,753 > 20,000,000)",N/A
failed,1,30596963,"High English frequency (30,596,963 > 20,000,000)",N/A
entirely,1,14990474,Oxford 3000,B2
throw,1,23258699,Oxford 3000,A2
unfortunately,1,16863887,Oxford 3000,A2
forgot,1,31626338,"High English frequency (31,626,338 > 20,000,000)",N/A
modification,1,20813737,"High English frequency (20,813,737 > 20,000,000)",C1
reach,1,42272594,Oxford 3000,B1
apparent,1,9650402,Oxford 3000,B2
flow,1,57481417,Oxford 3000,B1
sequence,1,46434404,Oxford 3000,C1
slight,1,7721712,Oxford 3000,B2
vector,1,20056763,"High English frequency (20,056,763 > 20,000,000)",N/A
definitely,1,15922257,Oxford 3000,B1
arm,1,51156978,Oxford 3000,A1
shooting,1,15473911,Oxford 3000,B2
husband,1,25002557,Oxford 3000,A1
playing,1,51019438,"High English frequency (51,019,438 > 20,000,000)",N/A
ashamed,1,1932143,Oxford 3000,B1
anger,1,8397709,Oxford 3000,B2
imagine,1,17657324,Oxford 3000,B1
interested,1,51282170,Oxford 3000,A2
mouth,1,24325805,Oxford 3000,A1
learned,1,23121323,"High English frequency (23,121,323 > 20,000,000)",N/A
knife,1,11438725,Oxford 3000,A1
laser,1,37147026,"High English frequency (37,147,026 > 20,000,000)",B2
anyway,1,26880093,"High English frequency (26,880,093 > 20,000,000)",A2
stuck,1,9120620,Easy word (easy_words.csv),B2
twice,1,19945569,Oxford 3000,A2
honest,1,11109203,Oxford 3000,B1
promise,1,16019259,Oxford 3000,B1
feather,1,5628588,Oxford 3000,B2
darling,1,3925050,Easy word (easy_words.csv),B2
quit,1,11292889,Oxford 3000,B1
smooth,1,18703915,Oxford 3000,B1
faith,1,36920083,Oxford 3000,B2
pair,1,35468818,Oxford 3000,A1
sunny,1,9525216,Vocabulary level below C (A2),A2
swear,1,3406203,Oxford 3000,B2
equal,1,39582141,Oxford 3000,B1
hire,1,38588961,Oxford 3000,B1
ghost,1,17436367,Oxford 3000,B1
knee,1,12677700,Oxford 3000,B1
rise,1,29535295,Oxford 3000,B1
definition,1,64233753,Oxford 3000,B2
happy,1,63486618,Oxford 3000,A1
retire,1,4135422,Oxford 3000,B1
crime,1,50877596,Oxford 3000,B1
soldier,1,26207707,Oxford 3000,B1
somewhat,1,15620893,Oxford 3000,C1
leg,1,39781266,Oxford 3000,A1
organ,1,13864455,Oxford 3000,C1
fit,1,55284806,Oxford 3000,A2
upstair,1,2573007,Oxford 3000,N/A
seal,1,21232051,"High English frequency (21,232,051 > 20,000,000)",B2
heat,1,41077034,Oxford 3000,B1
distance,1,64947685,Oxford 3000,B1
flat,1,51599402,Oxford 3000,A1
taste,1,20925313,Oxford 3000,B1
bug,1,57245740,"High English frequency (57,245,740 > 20,000,000)",B1
negative,1,30504487,Oxford 3000,A2
except,1,52230850,Oxford 3000,A2
felt,1,33507506,"High English frequency (33,507,506 > 20,000,000)",N/A
pick,1,55170145,Oxford 3000,B1
earning,1,24553109,"High English frequency (24,553,109 > 20,000,000)",N/A
patch,1,53476505,"High English frequency (53,476,505 > 20,000,000)",C2
babe,1,49505821,"High English frequency (49,505,821 > 20,000,000)",N/A
basket,1,57956995,"High English frequency (57,956,995 > 20,000,000)",B1
disagree,1,8712497,Oxford 3000,B1
cutting,1,20740089,"High English frequency (20,740,089 > 20,000,000)",N/A
bother,1,5790758,Oxford 3000,A2
mostly,1,26774406,Oxford 3000,B1
reached,1,22485293,"High English frequency (22,485,293 > 20,000,000)",N/A
lonely,1,7567701,Oxford 3000,B1
ourself,1,13702364,Oxford 3000,N/A
capture,1,21465152,Oxford 3000,B2
belong,1,16045395,Oxford 3000,B2
tidy,1,1799704,Oxford 3000,A2
advance,1,53806684,Oxford 3000,B2
sky,1,31146379,Oxford 3000,A2
apparently,1,15815805,Oxford 3000,B2
finish,1,34189762,Oxford 3000,A1
instead,1,56499843,Oxford 3000,A2
carried,1,27222494,"High English frequency (27,222,494 > 20,000,000)",N/A
interrupt,1,5141995,Oxford 3000,B1
bunch,1,10977289,Oxford 3000,B1
foot,1,40491939,Oxford 3000,A1
instance,1,34840970,Oxford 3000,C1
pound,1,31442489,Oxford 3000,A2
likely,1,55669441,Oxford 3000,B1
helped,1,21000656,"High English frequency (21,000,656 > 20,000,000)",N/A
intel,1,29038707,"High English frequency (29,038,707 > 20,000,000)",N/A
phrase,1,13191958,Oxford 3000,B1
wake,1,14996908,Oxford 3000,B1
tea,1,27406794,Oxford 3000,A1
involve,1,11976257,Oxford 3000,B1
usual,1,17044981,Oxford 3000,B1
flag,1,47921009,Oxford 3000,B1
somewhere,1,14335599,Oxford 3000,A2
commitment,1,28710828,Oxford 3000,B2
beautiful,1,58503804,Oxford 3000,A1
ceremony,1,11862840,Oxford 3000,B1
wrote,1,56421594,"High English frequency (56,421,594 > 20,000,000)",N/A
hungry,1,6217455,Oxford 3000,A1
pop,1,57137816,Oxford 3000,A2
enormous,1,6863738,Oxford 3000,B1
covered,1,37662109,Oxford 3000,N/A
blood,1,61544877,Oxford 3000,A2
somehow,1,9149642,Easy word (easy_words.csv),B1
carry,1,39978069,Oxford 3000,A1
spell,1,12381087,Oxford 3000,A2
glad,1,14607042,Oxford 3000,A2
boot,1,39793652,Oxford 3000,A2
palm,1,45758669,"High English frequency (45,758,669 > 20,000,000)",C1
closed,1,41782645,Oxford 3000,A1
smile,1,17209901,Oxford 3000,B1
born,1,52510893,Oxford 3000,N/A
quiet,1,16784967,Oxford 3000,A2
autumn,1,9700147,Oxford 3000,A2
occasion,1,21405856,Oxford 3000,B1
missing,1,35813046,Oxford 3000,A2
occasionally,1,9674433,Oxford 3000,B2
chance,1,51442371,Oxford 3000,B1
watching,1,21543474,"High English frequency (21,543,474 > 20,000,000)",N/A
rescue,1,15622536,Oxford 3000,B1
plastic,1,41546050,Oxford 3000,A2
stupid,1,14144754,Oxford 3000,B1
invitation,1,13737232,Oxford 3000,A2
led,1,49275665,"High English frequency (49,275,665 > 20,000,000)",N/A
conclude,1,9665417,Oxford 3000,C1
cannot,1,88737,Oxford 3000,A1
handle,1,40142611,Oxford 3000,B1
impressed,1,6470043,Oxford 3000,B2
doubt,1,23256721,Oxford 3000,B1
harm,1,10980970,Oxford 3000,B2
beginning,1,51574347,Oxford 3000,A2
mood,1,13305891,Oxford 3000,B1
rain,1,28603523,Oxford 3000,A1
luck,1,16773261,Easy word (easy_words.csv),A2
poem,1,21571510,Oxford 3000,B1
honor,1,24511949,"High English frequency (24,511,949 > 20,000,000)",N/A
stomach,1,7591577,Oxford 3000,A2
deep,1,53536903,Oxford 3000,A2
exact,1,22364684,Oxford 3000,B1
lord,1,52474647,Oxford 3000,N/A
waste,1,44621034,Oxford 3000,B1
spend,1,29216744,Oxford 3000,A2
resolve,1,10441751,Oxford 3000,C1
empire,1,23736077,"High English frequency (23,736,077 > 20,000,000)",C1
grand,1,57003112,Oxford 3000,C1
forget,1,25685480,Oxford 3000,A2
transport,1,48388367,Oxford 3000,B1
locate,1,14444758,Oxford 3000,B2
intelligent,1,14136076,Oxford 3000,B1
killing,1,13478027,Oxford 3000,B1
reward,1,15159375,Oxford 3000,B1
skirt,1,15752821,Oxford 3000,A1
scheme,1,38942871,Oxford 3000,B2
sight,1,18090913,Oxford 3000,B1
couple,1,58208821,Oxford 3000,B1
grape,1,6281743,Vocabulary level below C (A2),A2
lif,1,43191570,"High English frequency (43,191,570 > 20,000,000)",N/A
toward,1,66823223,Oxford 3000,N/A
volunteer,1,39176660,Oxford 3000,B2
battle,1,36341684,Oxford 3000,B1
blow,1,33901158,Oxford 3000,B1
fog,1,7004845,Vocabulary level below C (A2),A2
spin,1,14092760,Easy word (easy_words.csv),C1
elsewhere,1,14853167,Oxford 3000,B2
engage,1,11228751,Oxford 3000,C1
bridge,1,43263827,Oxford 3000,A2
worth,1,48099042,Oxford 3000,N/A
theory,1,59172013,Oxford 3000,B2
actual,1,42763182,Oxford 3000,B2
died,1,35803272,"High English frequency (35,803,272 > 20,000,000)",N/A
worker,1,64027085,Oxford 3000,A2
settle,1,7314407,Easy word (easy_words.csv),B2
daddy,1,9928046,Easy word (easy_words.csv),N/A
notion,1,9830839,Oxford 3000,C1
territory,1,32389166,"High English frequency (32,389,166 > 20,000,000)",B2
float,1,10364173,Oxford 3000,B1
sending,1,20622624,"High English frequency (20,622,624 > 20,000,000)",N/A
venture,1,20786478,"High English frequency (20,786,478 > 20,000,000)",C2
bored,1,5114852,Oxford 3000,A1
fault,1,16246310,Oxford 3000,B2
murder,1,17118348,Oxford 3000,B1
greater,1,55673859,"High English frequency (55,673,859 > 20,000,000)",N/A
rope,1,9332628,Oxford 3000,B2
nose,1,10507356,Oxford 3000,A1
core,1,53228216,Oxford 3000,C2
trail,1,33077821,"High English frequency (33,077,821 > 20,000,000)",B2
fry,1,6707892,Oxford 3000,B1
mount,1,41830350,Oxford 3000,C2
stick,1,28793076,Oxford 3000,B1
attempt,1,37858669,Oxford 3000,B1
ball,1,57083746,Oxford 3000,A1
normal,1,56868739,Oxford 3000,A2
ocean,1,35377889,Oxford 3000,B1
mass,1,45284489,Oxford 3000,C1
settlement,1,21645629,"High English frequency (21,645,629 > 20,000,000)",C1
poison,1,5780004,Oxford 3000,B2
unusual,1,12459909,Vocabulary level below C (A2),A2
showing,1,48048028,"High English frequency (48,048,028 > 20,000,000)",N/A
pain,1,44900758,Oxford 3000,A2
stone,1,55106393,Oxford 3000,B1
opposite,1,12517681,Oxford 3000,A2
reaction,1,26909891,Oxford 3000,B2
increased,1,49547349,"High English frequency (49,547,349 > 20,000,000)",N/A
beyond,1,47315243,Oxford 3000,B2
aim,1,41507102,Oxford 3000,B1
army,1,46902606,Oxford 3000,C2
bet,1,19562562,Oxford 3000,C1
ear,1,22197043,Oxford 3000,A1
destroy,1,11139019,Oxford 3000,B1
changing,1,32076618,"High English frequency (32,076,618 > 20,000,000)",N/A
fried,1,4383591,Vocabulary level below C (A2),A2
thin,1,16152400,Oxford 3000,A2
draw,1,28163819,Oxford 3000,A1
filled,1,23448324,"High English frequency (23,448,324 > 20,000,000)",N/A
bottom,1,47685192,Oxford 3000,A1
complex,1,50092131,Oxford 3000,B2
unless,1,52436419,Oxford 3000,B1
planned,1,21546767,"High English frequency (21,546,767 > 20,000,000)",N/A
regret,1,4855136,Oxford 3000,B1
innocent,1,8602110,Oxford 3000,B2
idea,1,65459222,Oxford 3000,A2
intact,1,3928069,Easy word (easy_words.csv),C2
lift,1,19771136,Oxford 3000,A2
plug,1,28763226,"High English frequency (28,763,226 > 20,000,000)",B1
hate,1,23308836,Oxford 3000,A2
nerve,1,6567418,Oxford 3000,C2
cluster,1,20591284,"High English frequency (20,591,284 > 20,000,000)",N/A
moved,1,35713495,"High English frequency (35,713,495 > 20,000,000)",N/A
throat,1,14989306,Oxford 3000,B1
famous,1,29332023,Oxford 3000,A1
hurt,1,15892533,Oxford 3000,A2
secure,1,63589411,Oxford 3000,B2
ready,1,62997942,"High English frequency (62,997,942 > 20,000,000)",A1
clearly,1,32338676,Oxford 3000,A2
math,1,31863783,Oxford 3000,N/A
shake,1,8515660,Oxford 3000,B1
pass,1,66674011,Oxford 3000,A2
