word,series_frequency,english_frequency,filter_reason,vocabulary_level
predictable,1,2665444,Vocabulary level below C (B2),B2
reasonable,1,26526175,Oxford 3000,B1
badly,1,5290145,Oxford 3000,A2
thoughtful,1,2762623,Vocabulary level below C (B2),B2
strong,1,61017481,Oxford 3000,A2
alone,1,39326417,Oxford 3000,A2
cliff,1,8197714,Vocabulary level below C (B1),B1
agreed,1,28717540,"High English frequency (28,717,540 > 20,000,000)",N/A
match,1,78766925,Oxford 3000,A2
originally,1,29016923,Oxford 3000,B2
grandfather,1,4178291,Oxford 3000,A2
engaged,1,12325194,Oxford 3000,B1
rage,1,6645999,Vocabulary level below C (B2),B2
intended,1,36830419,Oxford 3000,N/A
evening,1,36714169,Oxford 3000,A1
morning,1,55268727,Oxford 3000,A1
stair,1,6483117,Oxford 3000,N/A
cause,1,65904680,Oxford 3000,B2
walk,1,46873435,Oxford 3000,A1
quickly,1,40161558,Oxford 3000,A2
luckily,1,2032217,Vocabulary level below C (B1),B1
rather,1,73664932,Oxford 3000,B1
commit,1,21711847,Oxford 3000,B2
grandmother,1,4103530,Oxford 3000,A2
worry,1,16187062,Oxford 3000,A2
yourself,1,53653034,Oxford 3000,A2
weapon,1,31661829,Oxford 3000,B2
held,1,76140043,"High English frequency (76,140,043 > 20,000,000)",N/A
hunting,1,19855263,Oxford 3000,B2
rabbit,1,12196410,Vocabulary level below C (A2),A2
gone,1,34511028,"High English frequency (34,511,028 > 20,000,000)",N/A
easier,1,26857423,Easy word (easy_words.csv),N/A
doing,1,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
helping,1,24402324,"High English frequency (24,402,324 > 20,000,000)",N/A
train,1,40164074,Oxford 3000,A1
empty,1,26459037,Oxford 3000,A2
excuse,1,6390272,Oxford 3000,B1
protect,1,42331974,Oxford 3000,B1
insist,1,4638591,Oxford 3000,B1
sense,1,52629633,Oxford 3000,B1
realm,1,7918957,Easy word (easy_words.csv),C2
hungry,1,6217455,Oxford 3000,A1
suck,1,30261732,"High English frequency (30,261,732 > 20,000,000)",C2
guess,1,29330172,Oxford 3000,A2
sent,1,68953120,"High English frequency (68,953,120 > 20,000,000)",N/A
formal,1,22404211,"High English frequency (22,404,211 > 20,000,000)",B2
tonight,1,20720362,Oxford 3000,A1
tomorrow,1,21262762,Oxford 3000,A1
protected,1,30198768,"High English frequency (30,198,768 > 20,000,000)",N/A
cow,1,12084295,Oxford 3000,A1
sacred,1,9331652,Easy word (easy_words.csv),C1
enemy,1,20766378,Oxford 3000,B1
loyalty,1,5105192,Vocabulary level below C (B2),B2
went,1,68130142,"High English frequency (68,130,142 > 20,000,000)",N/A
creature,1,11281733,Oxford 3000,B1
poor,1,48168685,Oxford 3000,A1
bride,1,11698410,Oxford 3000,B1
marriage,1,34309140,Oxford 3000,B1
often,1,92551460,Oxford 3000,A1
wedding,1,72287352,Oxford 3000,B1
decide,1,25539449,Oxford 3000,A2
ought,1,7523238,Oxford 3000,N/A
wife,1,47510357,Oxford 3000,A1
proper,1,28099582,Oxford 3000,B1
fellow,1,20549095,Oxford 3000,B2
handsome,1,3764360,Easy word (easy_words.csv),B1
skin,1,62160234,Oxford 3000,B1
mix,1,35980287,Oxford 3000,A2
eating,1,21565444,"High English frequency (21,565,444 > 20,000,000)",N/A
strike,1,24807822,Oxford 3000,B1
relief,1,27319404,Oxford 3000,B2
happen,1,47239250,Oxford 3000,A2
ceremony,1,11862840,Oxford 3000,B1
sack,1,4355332,Vocabulary level below C (B2),B2
fill,1,37778413,Oxford 3000,A2
mine,1,34337711,Oxford 3000,A2
accept,1,49819069,Oxford 3000,B1
defend,1,8874485,Oxford 3000,B1
oath,1,3167348,Easy word (easy_words.csv),N/A
somewhere,1,14335599,Oxford 3000,A2
measurement,1,35034752,Oxford 3000,B2
almost,1,66408838,Oxford 3000,A2
owe,1,4425354,Oxford 3000,B1
debt,1,55609419,Oxford 3000,B2
keeping,1,25280309,"High English frequency (25,280,309 > 20,000,000)",N/A
harm,1,10980970,Oxford 3000,B2
serve,1,36697856,Oxford 3000,A2
lad,1,3212044,Easy word (easy_words.csv),C2
along,1,83587774,Oxford 3000,A2
compliment,1,3847684,Easy word (easy_words.csv),C1
kiss,1,17375996,Oxford 3000,A2
ready,1,62997942,"High English frequency (62,997,942 > 20,000,000)",A1
horse,1,58453720,Oxford 3000,A1
ideas,1,67309657,"High English frequency (67,309,657 > 20,000,000)",N/A
move,1,70113140,Oxford 3000,A2
taken,1,87019836,"High English frequency (87,019,836 > 20,000,000)",N/A
smaller,1,24982548,"High English frequency (24,982,548 > 20,000,000)",N/A
rode,1,2446864,Easy word (easy_words.csv),N/A
strength,1,35339916,Oxford 3000,B2
wish,1,84275843,Oxford 3000,B2
convinced,1,5987616,Oxford 3000,B2
tried,1,34201786,"High English frequency (34,201,786 > 20,000,000)",N/A
fast,1,94085779,Oxford 3000,A1
pass,1,66674011,Oxford 3000,A2
shelter,1,11694053,Oxford 3000,B2
joined,1,57202778,"High English frequency (57,202,778 > 20,000,000)",N/A
interrupt,1,5141995,Oxford 3000,B1
capture,1,21465152,Oxford 3000,B2
army,1,46902606,Oxford 3000,C2
survival,1,14303626,Vocabulary level below C (B2),B2
consider,1,60645606,Oxford 3000,B1
truly,1,21693553,Oxford 3000,B2
far,1,93277601,Oxford 3000,A2
wine,1,67431307,Oxford 3000,A1
skull,1,5445452,Easy word (easy_words.csv),C2
command,1,76990257,Oxford 3000,B2
hole,1,37728350,Oxford 3000,B1
soak,1,1866236,Vocabulary level below C (B2),B2
paid,1,60294928,"High English frequency (60,294,928 > 20,000,000)",N/A
daylight,1,4399079,Vocabulary level below C (B2),B2
nine,1,27015750,Oxford 3000,A1
stand,1,65383320,Oxford 3000,A2
plate,1,38485659,Oxford 3000,A1
offered,1,50347350,"High English frequency (50,347,350 > 20,000,000)",N/A
worked,1,38128226,"High English frequency (38,128,226 > 20,000,000)",N/A
pink,1,42077063,Oxford 3000,A2
thirsty,1,1073394,Oxford 3000,A2
stay,1,86241601,Oxford 3000,A1
hurt,1,15892533,Oxford 3000,A2
trap,1,11197166,Vocabulary level below C (B2),B2
ghost,1,17436367,Oxford 3000,B1
anymore,1,10494227,Easy word (easy_words.csv),A2
fine,1,75242969,Oxford 3000,A1
leather,1,43324700,Oxford 3000,A2
slap,1,2364559,Vocabulary level below C (B2),B2
lose,1,24136984,Oxford 3000,A2
fancy,1,9057761,Oxford 3000,B1
folk,1,29157024,Easy word (easy_words.csv),B1
curly,1,2280378,Oxford 3000,B1
mom,1,39068727,"High English frequency (39,068,727 > 20,000,000)",N/A
beautiful,1,58503804,Oxford 3000,A1
drag,1,9669436,Oxford 3000,B1
played,1,34970056,"High English frequency (34,970,056 > 20,000,000)",N/A
valuable,1,17999883,Oxford 3000,B1
boring,1,6696632,Oxford 3000,A1
